Crop,Soil_Type,N_Level,P_Level,K_Level,pH,Fertilizer_Name,N_Amount,P_Amount,K_Amount,Tips
Echinacea,Loamy,Medium,Low,Medium,6.5,NPK,25,25,25,"Apply at planting. Low requirement."
Echinacea,Sandy,Low,Medium,High,6.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Echinacea,Clayey,Medium,Low,Medium,6.8,Urea,20,0,0,"Apply in spring only."
Ginseng,Loamy,Medium,Low,Medium,5.5,NPK,30,30,30,"Shade required. Use organic manure."
Ginseng,Sandy,Low,Medium,High,5.0,SSP,0,25,0,"Apply superphosphate. Low nitrogen."
Ginseng,Clayey,Medium,Low,Medium,5.5,Urea,25,0,0,"Light application. Well-drained soil."
TurmericVariety,Loamy,Medium,High,Medium,6.5,NPK,80,40,80,"Apply at planting. Top dress at 60 days."
TurmericVariety,Sandy,High,Medium,High,6.0,Complex,100,50,100,"High potash. Use organic manure."
TurmericVariety,Clayey,Low,Medium,High,6.8,Urea,70,0,0,"Split application. Use mulch."
GingerVariety,Loamy,Medium,High,Medium,6.0,NPK,80,40,80,"Apply at planting. Split nitrogen."
GingerVariety,Sandy,High,Medium,High,5.8,Complex,100,50,100,"High potash. Use organic manure."
GingerVariety,Clayey,Low,Medium,High,6.0,Urea,70,0,0,"Apply in splits. Avoid waterlogging."
Cardamom,Loamy,Medium,High,Medium,6.0,NPK,100,50,100,"Apply in splits. High potash for quality."
Cardamom,Sandy,High,Medium,High,5.8,Complex,120,60,120,"Use organic manure. Shade required."
Cardamom,Clayey,Low,Medium,High,6.0,Urea,90,0,0,"Split application. Use mulch."
Clove,Loamy,Medium,High,Medium,6.0,NPK,90,50,90,"Apply after harvest. Use potash."
Clove,Sandy,High,Medium,High,5.8,Complex,110,60,110,"Split application. Use organic manure."
Clove,Clayey,Low,Medium,High,6.0,Urea,80,0,0,"Apply in spring and monsoon."
Nutmeg,Loamy,Medium,High,Medium,6.0,NPK,100,50,100,"Apply twice yearly. Use potash."
Nutmeg,Sandy,High,Medium,High,5.8,Complex,120,60,120,"Split application. Use organic manure."
Nutmeg,Clayey,Low,Medium,High,6.0,Urea,90,0,0,"Apply at flowering and fruit set."
Vanilla,Loamy,Medium,High,Medium,6.0,NPK,80,40,80,"Apply every 2 months. Use organic manure."
Vanilla,Sandy,High,Medium,High,5.8,Complex,100,50,100,"Split nitrogen. Use potash for bean quality."
Vanilla,Clayey,Low,Medium,High,6.0,Urea,70,0,0,"Apply in splits. Provide shade."
Cocoa,Loamy,Medium,High,Medium,6.0,NPK,120,60,120,"Apply in splits. High potash for bean quality."
Cocoa,Sandy,High,Medium,High,5.8,Complex,150,80,150,"Use organic manure. Provide shade."
Cocoa,Clayey,Low,Medium,High,6.0,Urea,110,0,0,"Apply at flowering and pod development."
CoffeeVariety,Loamy,Medium,High,Medium,6.0,NPK,120,60,120,"Apply after harvest. Split nitrogen."
CoffeeVariety,Sandy,High,Medium,High,5.8,Complex,150,80,150,"High nitrogen. Use magnesium."
CoffeeVariety,Clayey,Low,Medium,High,6.0,Urea,110,0,0,"Apply in splits. Use potash."
TeaVariety,Loamy,Medium,High,Medium,4.5,NPK,200,80,150,"Apply after pruning. Split nitrogen."
TeaVariety,Sandy,High,Medium,High,4.5,Complex,250,100,180,"High nitrogen. Use magnesium."
TeaVariety,Clayey,Low,Medium,High,4.5,Urea,180,0,0,"Split application. Use organic manure."
RubberVariety,Loamy,Medium,High,Medium,4.5,NPK,120,60,120,"Apply during rainy season."
RubberVariety,Sandy,High,Medium,High,4.5,Complex,150,80,150,"Split application. Use magnesium."
RubberVariety,Clayey,Low,Medium,High,4.5,Urea,100,0,0,"Apply at onset of monsoon."
Bamboo,Loamy,Medium,High,Medium,6.0,NPK,150,60,100,"High nitrogen. Apply in spring."
Bamboo,Sandy,High,Medium,High,5.8,Complex,180,80,120,"Split application. Use organic manure."
Bamboo,Clayey,Low,Medium,High,6.0,Urea,130,0,0,"Apply at start of growing season."
Bamboo,Red,Medium,High,Medium,6.0,NPK,140,50,90,"Apply in splits. Use potash for strength."
Teak,Loamy,Medium,High,Medium,6.5,NPK,100,50,80,"Apply at start of rainy season."
Teak,Sandy,High,Medium,High,6.0,Complex,120,60,100,"Split application. Use organic manure."
Teak,Clayey,Low,Medium,High,6.5,Urea,90,0,0,"Apply annually. Deep soil needed."
Neem,Loamy,Medium,Low,Medium,7.0,NPK,80,40,60,"Low fertilizer need. Apply once yearly."
Neem,Sandy,Low,Medium,High,6.8,SSP,0,35,0,"Use superphosphate. Drought tolerant."
Neem,Clayey,Medium,Low,Medium,7.2,Urea,70,0,0,"Apply in monsoon. Organic manure."
Moringa,Loamy,Medium,High,Medium,6.5,NPK,60,40,50,"Apply after each harvest. High nitrogen."
Moringa,Sandy,High,Medium,High,6.0,Complex,70,50,60,"Split nitrogen. Use organic manure."
Moringa,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Drought tolerant."
Acacia,Loamy,Medium,Low,Medium,7.0,NPK,40,30,30,"Low fertilizer need. Nitrogen fixing."
Acacia,Sandy,Low,Medium,High,6.8,SSP,0,25,0,"Apply superphosphate. Once yearly."
Acacia,Clayey,Medium,Low,Medium,7.2,Urea,30,0,0,"Light application. Drought tolerant."
Eucalyptus,Loamy,Medium,Low,Medium,6.5,NPK,60,40,40,"Apply at start of growing season."
Eucalyptus,Sandy,Low,Medium,High,6.0,SSP,0,35,0,"Use superphosphate. Organic manure."
Eucalyptus,Clayey,Medium,Low,Medium,6.5,Urea,50,0,0,"Apply in splits. Deep soil."
Poplar,Loamy,Medium,High,Medium,6.5,NPK,120,60,80,"High nitrogen. Apply in spring."
Poplar,Sandy,High,Medium,High,6.0,Complex,150,80,100,"Split application. Use organic manure."
Poplar,Clayey,Low,Medium,High,6.5,Urea,100,0,0,"Apply at start of growing season."
Willow,Loamy,Medium,High,Medium,6.5,NPK,100,50,70,"Apply in spring. High nitrogen need."
Willow,Sandy,High,Medium,High,6.0,Complex,120,60,90,"Split application. Keep soil moist."
Willow,Clayey,Low,Medium,High,6.5,Urea,90,0,0,"Apply in splits. Use organic manure."
Maple,Loamy,Medium,High,Medium,6.5,NPK,90,50,70,"Apply in early spring. Use potash."
Maple,Sandy,High,Medium,High,6.0,Complex,110,60,90,"Split application. Organic manure."
Maple,Clayey,Low,Medium,High,6.5,Urea,80,0,0,"Apply annually. Deep soil."
Birch,Loamy,Medium,High,Medium,6.0,NPK,80,40,60,"Apply in spring. Use potash."
Birch,Sandy,High,Medium,High,5.8,Complex,100,50,80,"Split application. Organic manure."
Birch,Clayey,Low,Medium,High,6.0,Urea,70,0,0,"Apply at start of growing season."
Oak,Loamy,Medium,High,Medium,6.5,NPK,70,40,60,"Apply in early spring. Slow release."
Oak,Sandy,High,Medium,High,6.0,Complex,90,50,80,"Split application. Use organic manure."
Oak,Clayey,Low,Medium,High,6.5,Urea,60,0,0,"Apply annually. Deep soil."
Pine,Loamy,Medium,Low,Medium,5.5,NPK,60,30,40,"Low fertilizer need. Acidic soil."
Pine,Sandy,Low,Medium,High,5.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Pine,Clayey,Medium,Low,Medium,5.5,Urea,50,0,0,"Apply in spring. Well-drained soil."
Cedar,Loamy,Medium,Low,Medium,6.0,NPK,50,30,40,"Low fertilizer need. Apply once yearly."
Cedar,Sandy,Low,Medium,High,5.8,SSP,0,25,0,"Use superphosphate. Drought tolerant."
Cedar,Clayey,Medium,Low,Medium,6.0,Urea,40,0,0,"Light application. Deep soil."
Fir,Loamy,Medium,Low,Medium,5.5,NPK,55,30,40,"Apply in early spring. Acidic soil."
Fir,Sandy,Low,Medium,High,5.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Fir,Clayey,Medium,Low,Medium,5.5,Urea,45,0,0,"Apply annually. Well-drained soil."
Spruce,Loamy,Medium,Low,Medium,5.5,NPK,50,30,40,"Apply in spring. Low fertilizer need."
Spruce,Sandy,Low,Medium,High,5.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Spruce,Clayey,Medium,Low,Medium,5.5,Urea,40,0,0,"Light application. Deep soil."
Hemlock,Loamy,Medium,Low,Medium,5.5,NPK,45,25,35,"Apply in early spring. Shade tolerant."
Hemlock,Sandy,Low,Medium,High,5.0,SSP,0,20,0,"Use superphosphate. Organic manure."
Hemlock,Clayey,Medium,Low,Medium,5.5,Urea,35,0,0,"Apply annually. Keep soil moist."
Redwood,Loamy,Medium,Low,Medium,6.0,NPK,60,30,40,"Apply in spring. Deep watering needed."
Redwood,Sandy,Low,Medium,High,5.8,SSP,0,25,0,"Use superphosphate. Organic manure."
Redwood,Clayey,Medium,Low,Medium,6.0,Urea,50,0,0,"Apply annually. Well-drained soil."
Baobab,Sandy,Low,Medium,High,7.0,NPK,40,30,30,"Low fertilizer need. Drought tolerant."
Baobab,Loamy,Medium,Low,Medium,6.8,SSP,0,25,0,"Use superphosphate. Apply once yearly."
Baobab,Clayey,Low,Medium,High,7.2,Urea,30,0,0,"Light application. Deep soil."
Banyan,Loamy,Medium,Low,Medium,6.5,NPK,50,30,40,"Apply in monsoon. Low fertilizer need."
Banyan,Sandy,Low,Medium,High,6.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Banyan,Clayey,Medium,Low,Medium,6.5,Urea,40,0,0,"Apply annually. Large tree."
Peepal,Loamy,Medium,Low,Medium,6.5,NPK,45,25,35,"Apply in spring. Low maintenance."
Peepal,Sandy,Low,Medium,High,6.0,SSP,0,20,0,"Use superphosphate. Organic manure."
Peepal,Clayey,Medium,Low,Medium,6.5,Urea,35,0,0,"Apply annually. Deep soil."
Ashoka,Loamy,Medium,Low,Medium,6.5,NPK,40,25,30,"Apply in monsoon. Low fertilizer need."
Ashoka,Sandy,Low,Medium,High,6.0,SSP,0,20,0,"Use superphosphate. Organic manure."
Ashoka,Clayey,Medium,Low,Medium,6.5,Urea,30,0,0,"Light application. Ornamental."
Gulmohar,Loamy,Medium,Low,Medium,6.5,NPK,50,30,40,"Apply in spring before flowering."
Gulmohar,Sandy,Low,Medium,High,6.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Gulmohar,Clayey,Medium,Low,Medium,6.5,Urea,40,0,0,"Apply annually. Deep soil."
Jacaranda,Loamy,Medium,Low,Medium,6.0,NPK,45,25,35,"Apply in early spring. Use potash for flowering."
Jacaranda,Sandy,Low,Medium,High,5.8,SSP,0,20,0,"Use superphosphate. Organic manure."
Jacaranda,Clayey,Medium,Low,Medium,6.0,Urea,35,0,0,"Apply annually. Well-drained soil."
Cassia,Loamy,Medium,Low,Medium,6.5,NPK,50,30,40,"Apply in spring. Use potash for flowering."
Cassia,Sandy,Low,Medium,High,6.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Cassia,Clayey,Medium,Low,Medium,6.5,Urea,40,0,0,"Apply annually. Deep soil."
Plumeria,Loamy,Medium,Low,Medium,6.5,NPK,45,30,40,"Apply in spring and summer. Use potash."
Plumeria,Sandy,Low,Medium,High,6.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Plumeria,Clayey,Medium,Low,Medium,6.5,Urea,35,0,0,"Apply in splits. Well-drained soil."
Bougainvillea,Loamy,Medium,Low,Medium,6.5,NPK,40,30,40,"Apply in spring. Low nitrogen for flowering."
Bougainvillea,Sandy,Low,Medium,High,6.0,SSP,0,25,0,"Use superphosphate. Organic manure."
Bougainvillea,Clayey,Medium,Low,Medium,6.5,Urea,30,0,0,"Apply annually. Drought tolerant."
Hibiscus,Loamy,Medium,High,Medium,6.5,NPK,60,40,50,"Apply every 2 months. Use potash for flowering."
Hibiscus,Sandy,High,Medium,High,6.0,Complex,70,50,60,"Split nitrogen. Use organic manure."
Hibiscus,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use micronutrients."
Rose,Loamy,Medium,High,Medium,6.5,NPK,70,50,60,"Apply in spring and after each flush."
Rose,Sandy,High,Medium,High,6.0,Complex,80,60,70,"Split nitrogen. Use potash for bloom quality."
Rose,Clayey,Low,Medium,High,6.8,Urea,60,0,0,"Apply in splits. Use organic manure."
Rose,Red,Medium,High,Medium,6.5,NPK,65,45,55,"Apply every 4-6 weeks. Use magnesium."
Jasmine,Loamy,Medium,High,Medium,6.5,NPK,60,40,50,"Apply after each flowering cycle."
Jasmine,Sandy,High,Medium,High,6.0,Complex,70,50,60,"Split nitrogen. Use potash for fragrance."
Jasmine,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use organic manure."
Marigold,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at planting and after each harvest."
Marigold,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for flower size."
Marigold,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Chrysanthemum,Loamy,Medium,High,Medium,6.5,NPK,60,50,60,"Apply at planting and at bud formation."
Chrysanthemum,Sandy,High,Medium,High,6.0,Complex,70,60,70,"Split nitrogen. Use potash for bloom quality."
Chrysanthemum,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use organic manure."
Gerbera,Loamy,Medium,High,Medium,6.5,NPK,70,50,70,"Apply every 2 weeks during growth."
Gerbera,Sandy,High,Medium,High,6.0,Complex,80,60,80,"Split nitrogen. Use potash for flower quality."
Gerbera,Clayey,Low,Medium,High,6.8,Urea,60,0,0,"Apply in splits. Use organic manure."
Lily,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at planting and at flowering."
Lily,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for bulb quality."
Lily,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Orchid,Loamy,Medium,High,Medium,5.8,NPK,40,30,40,"Use orchid-specific fertilizer. Apply weekly dilute."
Orchid,Sandy,High,Medium,High,5.5,Complex,50,40,50,"Split nitrogen. Use potash for flowering."
Orchid,Clayey,Low,Medium,High,5.8,Urea,30,0,0,"Apply dilute. Use bark medium."
Tulip,Loamy,Medium,High,Medium,6.5,NPK,40,40,40,"Apply at planting. Use potash for bulb quality."
Tulip,Sandy,High,Medium,High,6.0,Complex,50,50,50,"Split nitrogen. Use organic manure."
Tulip,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply in fall. Well-drained soil."
Daffodil,Loamy,Medium,High,Medium,6.5,NPK,40,40,40,"Apply at planting and after flowering."
Daffodil,Sandy,High,Medium,High,6.0,Complex,50,50,50,"Split nitrogen. Use potash for bulb quality."
Daffodil,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply in fall. Use organic manure."
SunflowerOrnamental,Loamy,Medium,High,Medium,6.5,NPK,50,40,40,"Apply at planting and at bud formation."
SunflowerOrnamental,Sandy,High,Medium,High,6.0,Complex,60,50,50,"Split nitrogen. Use potash for flower size."
SunflowerOrnamental,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Dahlia,Loamy,Medium,High,Medium,6.5,NPK,60,50,60,"Apply at planting and every 4 weeks."
Dahlia,Sandy,High,Medium,High,6.0,Complex,70,60,70,"Split nitrogen. Use potash for bloom quality."
Dahlia,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use organic manure."
Zinnia,Loamy,Medium,High,Medium,6.5,NPK,45,40,45,"Apply at planting and at flowering."
Zinnia,Sandy,High,Medium,High,6.0,Complex,55,50,55,"Split nitrogen. Use potash for flower color."
Zinnia,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Use organic manure."
Petunia,Loamy,Medium,High,Medium,6.5,NPK,40,35,40,"Apply every 2 weeks during growth."
Petunia,Sandy,High,Medium,High,6.0,Complex,50,45,50,"Split nitrogen. Use potash for flowering."
Petunia,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply in splits. Use organic manure."
